DATE,EXERCISE,SET,NB_REPS,WEIGHT,PERF
2023-11-11,Behind-the-head skullcrusher,2.0,7.666666666666667,24.0,184.0
2023-11-11,Bench press,2.0,8.0,60.0,480.0
2023-11-11,Close-grip bench press,2.0,6.666666666666667,50.0,333.3333333333333
2023-11-11,Dumbbell lateral raise,2.0,8.666666666666666,12.0,104.0
2023-11-11,Incline bench press,2.0,8.0,50.0,400.0
2023-11-11,Seated dumbbell shoulder press,2.0,6.666666666666667,18.0,120.0
2023-11-12,Barbell Squat,2.0,6.666666666666667,83.33333333333333,553.3333333333334
2023-11-12,Leg Extensions,2.0,6.666666666666667,66.0,440.0
2023-11-12,Leg Press,2.0,9.0,110.0,990.0
2023-11-12,Seated Leg Curl,2.0,12.0,66.66666666666667,775.3333333333334
2023-11-12,Smith machine standing calf raise,2.0,10.333333333333334,100.0,1033.3333333333333
2023-11-18,Bent Over Barbell Row,2.0,8.666666666666666,60.0,520.0
2023-11-18,Hammer Curls,2.0,9.0,12.0,108.0
2023-11-18,Incline dumbbell biceps curl,2.0,6.333333333333333,8.666666666666666,54.0
2023-11-18,Pull-up,2.0,6.666666666666667,8.333333333333334,58.333333333333336
2023-11-19,Barbell Squat,2.0,6.333333333333333,90.0,570.0
2023-11-19,Leg Extensions,2.0,9.0,66.0,594.0
2023-11-19,Leg Press,2.0,7.0,116.66666666666667,800.0
2023-11-19,Seated Leg Curl,2.0,9.0,73.0,657.0
2023-11-19,Smith machine standing calf raise,2.0,10.666666666666666,110.0,1173.3333333333333
2023-11-25,Behind-the-head skullcrusher,2.0,9.333333333333334,28.333333333333332,253.33333333333334
2023-11-25,Dumbbell Bench Press,2.0,7.666666666666667,30.0,230.0
2023-11-25,Dumbbell lateral raise,2.0,11.333333333333334,12.0,136.0
2023-11-25,Incline dumbbell bench press,2.0,6.333333333333333,25.333333333333332,160.66666666666666
2023-11-25,Triceps Pushdown,2.0,7.0,17.333333333333332,120.66666666666667
2023-12-01,Cable rope hammer curl,2.0,10.333333333333334,39.333333333333336,397.0
2023-12-01,Incline dumbbell biceps curl,2.0,8.0,8.666666666666666,68.66666666666667
2023-12-01,Lat pull-down,2.0,8.666666666666666,68.33333333333333,590.6666666666666
2023-12-01,Seated Cable Rows,2.0,15.0,77.0,1155.0
2023-12-01,Standing crossed-cable rear delt fly,2.0,10.333333333333334,14.0,144.66666666666666
2023-12-01,Straight-arm cable pull-over,2.0,10.333333333333334,36.0,372.0
2023-12-02,Behind-the-head skullcrusher,2.0,9.0,24.0,216.0
2023-12-02,Bench press,2.0,8.666666666666666,60.0,520.0
2023-12-02,Close-grip bench press,2.0,7.0,50.0,350.0
2023-12-02,Dumbbell lateral raise,2.0,9.0,12.0,108.0
2023-12-02,Incline bench press,2.0,8.0,50.0,400.0
2023-12-02,Seated dumbbell shoulder press,2.0,6.0,20.0,120.0
2023-12-03,Barbell Squat,2.0,5.0,86.66666666666667,433.3333333333333
2023-12-03,Leg Extensions,2.0,9.333333333333334,66.0,616.0
2023-12-03,Leg Press,2.0,9.333333333333334,116.66666666666667,1080.0
2023-12-03,Seated Leg Curl,2.0,9.0,75.0,675.0
2023-12-03,Smith machine standing calf raise,2.0,10.0,110.0,1100.0
2023-12-08,Cable rope hammer curl,2.0,9.333333333333334,41.0,382.6666666666667
2023-12-08,Incline dumbbell biceps curl,2.0,9.666666666666666,8.0,77.33333333333333
2023-12-08,Lat pull-down,2.0,9.666666666666666,66.0,638.0
2023-12-08,Seated Cable Rows,2.0,7.666666666666667,75.0,571.6666666666666
2023-12-08,Standing crossed-cable rear delt fly,2.0,10.333333333333334,14.0,144.66666666666666
2023-12-08,Straight-arm cable pull-over,2.0,12.0,39.333333333333336,465.3333333333333
2023-12-09,Behind-the-head skullcrusher,2.0,10.666666666666666,25.0,266.6666666666667
2023-12-09,Dumbbell Bench Press,2.0,8.0,30.0,240.0
2023-12-09,Dumbbell lateral raise,2.0,9.0,14.0,126.0
2023-12-09,Incline dumbbell bench press,2.0,6.666666666666667,26.0,173.33333333333334
2023-12-09,Triceps Pushdown,2.0,9.666666666666666,27.0,261.0
2023-12-10,Barbell Squat,2.0,9.0,90.0,810.0
2023-12-10,Leg Extensions,2.0,9.666666666666666,73.0,705.6666666666666
2023-12-10,Leg Press,2.0,9.0,123.33333333333333,1103.3333333333333
2023-12-10,Seated Leg Curl,2.0,8.666666666666666,79.0,684.6666666666666
2023-12-10,Smith machine standing calf raise,2.0,10.666666666666666,110.0,1173.3333333333333
2023-12-16,Behind-the-head skullcrusher,2.0,7.0,28.0,194.0
2023-12-16,Dumbbell Bench Press,2.0,9.0,30.0,270.0
2023-12-16,Single-arm cable lateral raise,2.0,7.666666666666667,11.0,84.33333333333333
2023-12-16,Triceps Pushdown,2.0,7.0,29.0,203.0
2023-12-17,Hammer Curls,2.0,6.666666666666667,13.333333333333334,88.66666666666667
2023-12-17,Incline dumbbell biceps curl,2.0,7.0,10.0,70.0
2023-12-17,Pull-up,2.0,6.666666666666667,10.0,66.66666666666667
2023-12-17,Reverse Barbell Row,2.0,11.0,56.666666666666664,620.0
2023-12-22,Hammer Curls,2.0,7.333333333333333,14.0,102.66666666666667
2023-12-22,Incline dumbbell biceps curl,2.0,8.0,10.0,80.0
2023-12-22,Pull-up,2.0,7.333333333333333,10.0,73.33333333333333
2023-12-22,Reverse Barbell Row,2.0,10.333333333333334,64.0,661.3333333333334
2023-12-23,Behind-the-head skullcrusher,2.0,8.0,30.0,240.0
2023-12-23,Dumbbell Bench Press,2.0,6.0,32.0,192.0
2023-12-23,Incline dumbbell bench press,2.0,8.0,26.0,208.0
2023-12-23,Single-arm cable lateral raise,2.0,8.333333333333334,11.0,91.66666666666667
2023-12-23,Triceps Pushdown,2.0,8.333333333333334,29.0,241.66666666666666
2023-12-24,Barbell Squat,2.0,7.333333333333333,95.0,696.6666666666666
2023-12-24,Leg Press,2.0,7.333333333333333,130.0,953.3333333333334
2023-12-24,Seated Leg Curl,2.0,6.333333333333333,81.0,513.0
2023-12-30,Behind-the-head skullcrusher,2.0,9.333333333333334,25.0,233.33333333333334
2023-12-30,Bench press,2.0,7.333333333333333,65.0,476.6666666666667
2023-12-30,Dumbbell lateral raise,2.0,8.0,14.0,112.0
2023-12-30,Incline bench press,2.0,6.666666666666667,55.0,366.6666666666667
2023-12-30,Seated dumbbell shoulder press,2.0,6.666666666666667,20.0,133.33333333333334
2023-12-30,Triceps dip,2.0,6.666666666666667,10.0,66.66666666666667
2023-12-31,Hammer Curls,2.0,6.333333333333333,14.0,88.66666666666667
2023-12-31,Incline dumbbell biceps curl,2.0,8.333333333333334,10.0,83.33333333333333
2023-12-31,Pull-up,2.0,8.0,10.0,80.0
2023-12-31,Reverse Barbell Row,2.0,9.666666666666666,65.0,628.3333333333334
2024-01-05,Cable rope hammer curl,2.0,10.0,41.0,410.0
2024-01-05,Incline dumbbell biceps curl,2.0,10.0,10.0,100.0
2024-01-05,Lat pull-down,2.0,9.666666666666666,70.66666666666667,675.3333333333334
2024-01-05,Seated Cable Rows,2.0,6.666666666666667,68.33333333333333,451.6666666666667
2024-01-05,Standing crossed-cable rear delt fly,2.0,11.666666666666666,14.0,163.33333333333334
2024-01-05,Straight-arm cable pull-over,2.0,11.333333333333334,43.666666666666664,490.0
2024-01-06,Behind-the-head skullcrusher,2.0,9.0,30.0,270.0
2024-01-06,Dumbbell Bench Press,2.0,7.333333333333333,32.0,234.66666666666666
2024-01-06,Single-arm cable lateral raise,2.0,8.666666666666666,14.0,121.33333333333333
2024-01-06,Triceps Pushdown,2.0,8.666666666666666,29.0,251.33333333333334
2024-01-07,Barbell Squat,2.0,7.0,95.0,665.0
2024-01-07,Leg Extensions,2.0,9.333333333333334,77.66666666666667,720.0
2024-01-07,Leg Press,2.0,8.666666666666666,130.0,1126.6666666666667
2024-01-07,Seated Leg Curl,2.0,7.0,81.0,567.0
2024-01-12,Hammer Curls,2.0,7.333333333333333,14.0,102.66666666666667
2024-01-12,Incline dumbbell biceps curl,2.0,8.666666666666666,10.0,86.66666666666667
2024-01-12,Pull-up,2.0,8.0,10.0,80.0
2024-01-12,Reverse Barbell Row,2.0,10.333333333333334,65.0,671.6666666666666
2024-01-13,Behind-the-head skullcrusher,2.0,8.0,30.0,240.0
2024-01-13,Dumbbell Bench Press,2.0,7.666666666666667,32.0,245.33333333333334
2024-01-13,Single-arm cable lateral raise,2.0,9.0,14.0,126.0
2024-01-14,Barbell Squat,2.0,6.0,100.0,600.0
2024-01-14,Leg Extensions,2.0,9.666666666666666,83.66666666666667,803.3333333333334
2024-01-14,Leg Press,2.0,7.0,140.0,980.0
2024-01-14,Lying Leg Curls,2.0,9.0,57.333333333333336,511.0
2024-01-14,Smith machine standing calf raise,2.0,10.666666666666666,110.0,1173.3333333333333
2024-01-18,Hammer Curls,2.0,8.333333333333334,14.0,116.66666666666667
2024-01-18,Incline dumbbell biceps curl,2.0,7.0,11.333333333333334,79.33333333333333
2024-01-18,Pull-up,2.0,8.666666666666666,10.0,86.66666666666667
2024-01-18,Reverse Barbell Row,2.0,9.0,67.66666666666667,605.0
2024-01-20,Behind-the-head skullcrusher,2.0,6.666666666666667,30.0,200.0
2024-01-20,Bench press,2.0,7.333333333333333,65.0,476.6666666666667
2024-01-20,Dumbbell lateral raise,2.0,7.666666666666667,14.0,107.33333333333333
2024-01-20,Incline bench press,2.0,7.666666666666667,55.0,421.6666666666667
2024-01-20,Seated dumbbell shoulder press,2.0,8.333333333333334,20.0,166.66666666666666
2024-01-20,Triceps dip,2.0,8.0,10.0,80.0
2024-01-21,Barbell Curl,2.0,11.0,28.333333333333332,306.6666666666667
2024-01-21,Crunch,2.0,7.0,0.0,0.0
2024-01-21,Hammer Curls,2.0,7.0,16.0,112.0
2024-01-21,Hanging leg raise,2.0,12.333333333333334,0.0,0.0
2024-01-26,Hammer Curls,2.0,8.0,14.666666666666666,117.33333333333333
2024-01-26,Incline dumbbell biceps curl,2.0,8.333333333333334,12.0,100.0
2024-01-26,Pull-up,2.0,6.666666666666667,13.333333333333334,88.33333333333333
2024-01-26,Reverse Barbell Row,2.0,7.666666666666667,66.33333333333333,507.6666666666667
2024-01-27,Behind-the-head skullcrusher,2.0,10.0,30.0,300.0
2024-01-27,Incline dumbbell bench press,2.0,7.0,30.0,210.0
2024-01-27,Leverage Chest Press,2.0,8.333333333333334,35.0,291.6666666666667
2024-01-27,Single-arm cable lateral raise,2.0,8.666666666666666,14.0,121.33333333333333
2024-01-27,Single-arm cable triceps extension,2.0,5.666666666666667,14.0,79.33333333333333
2024-01-28,Barbell Squat,2.0,7.0,101.66666666666667,710.0
2024-01-28,Leg Extensions,2.0,8.0,86.0,688.0
2024-01-28,Leg Press,2.0,7.666666666666667,140.0,1073.3333333333333
2024-01-28,Seated Leg Curl,2.0,10.0,56.666666666666664,562.0
2024-01-28,Smith machine standing calf raise,2.0,10.333333333333334,110.0,1136.6666666666667
2024-02-02,Hammer Curls,2.0,7.0,15.333333333333334,107.33333333333333
2024-02-02,Incline dumbbell biceps curl,2.0,7.0,12.0,84.0
2024-02-02,Pull-up,2.0,6.666666666666667,13.333333333333334,88.33333333333333
2024-02-02,Reverse Barbell Row,2.0,9.333333333333334,65.0,606.6666666666666
2024-02-03,Behind-the-head skullcrusher,2.0,5.666666666666667,35.0,198.33333333333334
2024-02-03,Incline dumbbell bench press,2.0,6.666666666666667,28.666666666666668,190.66666666666666
2024-02-03,Leverage Chest Press,2.0,6.666666666666667,40.0,266.6666666666667
2024-02-03,Single-arm cable lateral raise,2.0,7.666666666666667,16.0,122.66666666666667
2024-02-03,Single-arm cable triceps extension,2.0,6.333333333333333,14.0,88.66666666666667
2024-02-04,Barbell Squat,2.0,7.333333333333333,105.0,770.0
2024-02-04,Leg Extensions,2.0,8.0,89.0,712.0
2024-02-04,Leg Press,2.0,7.333333333333333,145.0,1063.3333333333333
2024-02-04,Seated Leg Curl,2.0,9.0,64.33333333333333,574.0
2024-02-04,Smith machine standing calf raise,2.0,11.0,110.0,1210.0
