DATE,WORKOUT,EXERCISE,MUSCLE,SET,NB_REPS,WEIGHT
2023-11-04,Chest / Shoulders / Triceps,Dumbbell Bench Press,Chest,1,11,28.0
2023-11-04,Chest / Shoulders / Triceps,Dumbbell Bench Press,Chest,2,7,30.0
2023-11-04,Chest / Shoulders / Triceps,Dumbbell Bench Press,Chest,3,4,30.0
2023-11-04,Chest / Shoulders / Triceps,Incline dumbbell bench press,Chest,1,7,26.0
2023-11-04,Chest / Shoulders / Triceps,Incline dumbbell bench press,Chest,2,6,26.0
2023-11-04,Chest / Shoulders / Triceps,Incline dumbbell bench press,Chest,3,5,26.0
2023-11-04,Chest / Shoulders / Triceps,Low-cable cross-over,Chest,1,9,16.0
2023-11-04,Chest / Shoulders / Triceps,Low-cable cross-over,Chest,2,8,16.0
2023-11-04,Chest / Shoulders / Triceps,Cable cross-over,Chest,1,8,18.0
2023-11-04,Chest / Shoulders / Triceps,Cable cross-over,Chest,2,7,18.0
2023-11-04,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,1,12,25.0
2023-11-04,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,2,7,25.0
2023-11-04,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,3,6,25.0
2023-11-04,Chest / Shoulders / Triceps,Triceps Pushdown,Triceps,1,9,27.0
2023-11-04,Chest / Shoulders / Triceps,Triceps Pushdown,Triceps,2,9,27.0
2023-11-04,Chest / Shoulders / Triceps,Triceps Pushdown,Triceps,3,9,27.0
2023-11-04,Chest / Shoulders / Triceps,Dumbbell lateral raise,Shoulders,1,14,12.0
2023-11-04,Chest / Shoulders / Triceps,Dumbbell lateral raise,Shoulders,2,9,12.0
2023-11-04,Chest / Shoulders / Triceps,Dumbbell lateral raise,Shoulders,3,7,12.0
2023-11-05,Legs,Barbell Squat,Legs,1,11,85.0
2023-11-05,Legs,Barbell Squat,Legs,2,9,85.0
2023-11-05,Legs,Barbell Squat,Legs,3,5,85.0
2023-11-05,Legs,Leg Press,Legs,1,13,100.0
2023-11-05,Legs,Leg Press,Legs,2,8,110.0
2023-11-05,Legs,Leg Press,Legs,3,3,110.0
2023-11-05,Legs,Seated Leg Curl,Legs,1,12,52.0
2023-11-05,Legs,Seated Leg Curl,Legs,2,9,59.0
2023-11-05,Legs,Seated Leg Curl,Legs,3,11,59.0
2023-11-05,Legs,Leg Extensions,Legs,1,11,59.0
2023-11-05,Legs,Leg Extensions,Legs,2,8,66.0
2023-11-05,Legs,Leg Extensions,Legs,3,7,66.0
2023-11-05,Legs,Smith machine standing calf raise,Legs,1,12,90.0
2023-11-05,Legs,Smith machine standing calf raise,Legs,2,11,90.0
2023-11-05,Legs,Smith machine standing calf raise,Legs,3,10,90.0
