DATE,WORKOUT,EXERCISE,MUSCLE,SET,NB_REPS,WEIGHT
2024-01-18,Back / Biceps,Pull-up,Back,1,10,10.0
2024-01-18,Back / Biceps,Pull-up,Back,2,8,10.0
2024-01-18,Back / Biceps,Pull-up,Back,3,8,10.0
2024-01-18,Back / Biceps,Pull-up,Back,4,8,5.0
2024-01-18,Back / Biceps,Reverse Barbell Row,Back,1,12,65.0
2024-01-18,Back / Biceps,Reverse Barbell Row,Back,2,8,69.0
2024-01-18,Back / Biceps,Reverse Barbell Row,Back,3,7,69.0
2024-01-18,Back / Biceps,Reverse Barbell Row,Back,4,7,69.0
2024-01-18,Back / Biceps,Hammer Curls,Biceps,1,11,14.0
2024-01-18,Back / Biceps,Hammer Curls,Biceps,2,8,14.0
2024-01-18,Back / Biceps,Hammer Curls,Biceps,3,6,14.0
2024-01-18,Back / Biceps,Hammer Curls,Biceps,4,6,14.0
2024-01-18,Back / Biceps,Incline dumbbell biceps curl,Biceps,1,8,12.0
2024-01-18,Back / Biceps,Incline dumbbell biceps curl,Biceps,2,6,12.0
2024-01-18,Back / Biceps,Incline dumbbell biceps curl,Biceps,3,7,10.0
2024-01-18,Back / Biceps,Incline dumbbell biceps curl,Biceps,4,6,10.0
2024-01-20,Chest / Shoulders / Triceps,Bench press,Chest,1,9,65.0
2024-01-20,Chest / Shoulders / Triceps,Bench press,Chest,2,7,65.0
2024-01-20,Chest / Shoulders / Triceps,Bench press,Chest,3,6,65.0
2024-01-20,Chest / Shoulders / Triceps,Incline bench press,Chest,1,8,55.0
2024-01-20,Chest / Shoulders / Triceps,Incline bench press,Chest,2,8,55.0
2024-01-20,Chest / Shoulders / Triceps,Incline bench press,Chest,3,7,55.0
2024-01-20,Chest / Shoulders / Triceps,Triceps dip,Triceps,1,9,10.0
2024-01-20,Chest / Shoulders / Triceps,Triceps dip,Triceps,2,7,10.0
2024-01-20,Chest / Shoulders / Triceps,Triceps dip,Triceps,3,8,10.0
2024-01-20,Chest / Shoulders / Triceps,Seated dumbbell shoulder press,Shoulders,1,10,20.0
2024-01-20,Chest / Shoulders / Triceps,Seated dumbbell shoulder press,Shoulders,2,8,20.0
2024-01-20,Chest / Shoulders / Triceps,Seated dumbbell shoulder press,Shoulders,3,7,20.0
2024-01-20,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,1,7,30.0
2024-01-20,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,2,7,30.0
2024-01-20,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,3,6,30.0
2024-01-20,Chest / Shoulders / Triceps,Dumbbell lateral raise,Shoulders,1,9,14.0
2024-01-20,Chest / Shoulders / Triceps,Dumbbell lateral raise,Shoulders,2,8,14.0
2024-01-20,Chest / Shoulders / Triceps,Dumbbell lateral raise,Shoulders,3,6,14.0
2024-01-21,Biceps / Abs,Barbell Curl,Biceps,1,14,25.0
2024-01-21,Biceps / Abs,Barbell Curl,Biceps,2,10,30.0
2024-01-21,Biceps / Abs,Barbell Curl,Biceps,3,9,30.0
2024-01-21,Biceps / Abs,Hanging leg raise,Abs,1,15,0.0
2024-01-21,Biceps / Abs,Hanging leg raise,Abs,2,11,0.0
2024-01-21,Biceps / Abs,Hanging leg raise,Abs,3,11,0.0
2024-01-21,Biceps / Abs,Hammer Curls,Biceps,1,8,16.0
2024-01-21,Biceps / Abs,Hammer Curls,Biceps,2,7,16.0
2024-01-21,Biceps / Abs,Hammer Curls,Biceps,3,6,16.0
2024-01-21,Biceps / Abs,Crunch,Abs,1,8,0.0
2024-01-21,Biceps / Abs,Crunch,Abs,2,7,0.0
2024-01-21,Biceps / Abs,Crunch,Abs,3,6,0.0
