DATE,WORKOUT,EXERCISE,MUSCLE,SET,NB_REPS,WEIGHT
2023-12-16,Chest / Shoulders / Triceps,Dumbbell Bench Press,Chest,1,12,30.0
2023-12-16,Chest / Shoulders / Triceps,Dumbbell Bench Press,Chest,2,8,30.0
2023-12-16,Chest / Shoulders / Triceps,Dumbbell Bench Press,Chest,3,7,30.0
2023-12-16,Chest / Shoulders / Triceps,Incline dumbbell bench press,Chest,1,9,26.0
2023-12-16,Chest / Shoulders / Triceps,Incline dumbbell bench press,Chest,2,8,26.0
2023-12-16,Chest / Shoulders / Triceps,Seated dumbbell shoulder press,Shoulders,1,8,22.0
2023-12-16,Chest / Shoulders / Triceps,Seated dumbbell shoulder press,Shoulders,2,7,22.0
2023-12-16,Chest / Shoulders / Triceps,Low-cable cross-over,Chest,1,9,16.0
2023-12-16,Chest / Shoulders / Triceps,Low-cable cross-over,Chest,2,7,16.0
2023-12-16,Chest / Shoulders / Triceps,Cable cross-over,Chest,1,10,18.0
2023-12-16,Chest / Shoulders / Triceps,Cable cross-over,Chest,2,10,18.0
2023-12-16,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,1,5,30.0
2023-12-16,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,2,8,27.0
2023-12-16,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,3,8,27.0
2023-12-16,Chest / Shoulders / Triceps,Triceps Pushdown,Triceps,1,8,29.0
2023-12-16,Chest / Shoulders / Triceps,Triceps Pushdown,Triceps,2,7,29.0
2023-12-16,Chest / Shoulders / Triceps,Triceps Pushdown,Triceps,3,6,29.0
2023-12-16,Chest / Shoulders / Triceps,Single-arm cable lateral raise,Shoulders,1,8,11.0
2023-12-16,Chest / Shoulders / Triceps,Single-arm cable lateral raise,Shoulders,2,8,11.0
2023-12-16,Chest / Shoulders / Triceps,Single-arm cable lateral raise,Shoulders,3,7,11.0
2023-12-17,Back / Biceps,Pull-up,Back,1,8,10.0
2023-12-17,Back / Biceps,Pull-up,Back,2,7,10.0
2023-12-17,Back / Biceps,Pull-up,Back,3,5,10.0
2023-12-17,Back / Biceps,Pull-up,Back,4,7,5.0
2023-12-17,Back / Biceps,Reverse Barbell Row,Back,1,12,50.0
2023-12-17,Back / Biceps,Reverse Barbell Row,Back,2,10,60.0
2023-12-17,Back / Biceps,Reverse Barbell Row,Back,3,11,60.0
2023-12-17,Back / Biceps,Reverse Barbell Row,Back,4,10,60.0
2023-12-17,Back / Biceps,Hammer Curls,Biceps,1,7,14.0
2023-12-17,Back / Biceps,Hammer Curls,Biceps,2,6,14.0
2023-12-17,Back / Biceps,Hammer Curls,Biceps,3,7,12.0
2023-12-17,Back / Biceps,Incline dumbbell biceps curl,Biceps,1,8,10.0
2023-12-17,Back / Biceps,Incline dumbbell biceps curl,Biceps,2,7,10.0
2023-12-17,Back / Biceps,Incline dumbbell biceps curl,Biceps,3,6,10.0
2023-12-17,Back / Biceps,Incline dumbbell biceps curl,Biceps,4,5,10.0
