DATE,WORKOUT,EXERCISE,MUSCLE,SET,NB_REPS,WEIGHT
2023-11-25,Chest / Shoulders / Triceps,Dumbbell Bench Press,Chest,1,10,30.0
2023-11-25,Chest / Shoulders / Triceps,Dumbbell Bench Press,Chest,2,7,30.0
2023-11-25,Chest / Shoulders / Triceps,Dumbbell Bench Press,Chest,3,6,30.0
2023-11-25,Chest / Shoulders / Triceps,Incline dumbbell bench press,Chest,1,7,26.0
2023-11-25,Chest / Shoulders / Triceps,Incline dumbbell bench press,Chest,2,6,26.0
2023-11-25,Chest / Shoulders / Triceps,Incline dumbbell bench press,Chest,3,6,24.0
2023-11-25,Chest / Shoulders / Triceps,Cable cross-over,Chest,1,10,18.0
2023-11-25,Chest / Shoulders / Triceps,Cable cross-over,Chest,2,8,18.0
2023-11-25,Chest / Shoulders / Triceps,Low-cable cross-over,Chest,1,10,14.0
2023-11-25,Chest / Shoulders / Triceps,Low-cable cross-over,Chest,2,10,14.0
2023-11-25,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,1,16,25.0
2023-11-25,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,2,6,30.0
2023-11-25,Chest / Shoulders / Triceps,Behind-the-head skullcrusher,Triceps,3,6,30.0
2023-11-25,Chest / Shoulders / Triceps,Triceps Pushdown,Triceps,1,7,18.0
2023-11-25,Chest / Shoulders / Triceps,Triceps Pushdown,Triceps,2,6,18.0
2023-11-25,Chest / Shoulders / Triceps,Triceps Pushdown,Triceps,3,8,16.0
2023-11-25,Chest / Shoulders / Triceps,Dumbbell lateral raise,Shoulders,1,14,12.0
2023-11-25,Chest / Shoulders / Triceps,Dumbbell lateral raise,Shoulders,2,11,12.0
2023-11-25,Chest / Shoulders / Triceps,Dumbbell lateral raise,Shoulders,3,9,12.0
