DATE,WORKOUT,EXERCISE,MUSCLE,SET,NB_REPS,WEIGHT
2023-04-10,Chest / Shoulders,Bench press,Chest,1,10,30.0
2023-04-10,Chest / Shoulders,Bench press,Chest,2,14,40.0
2023-04-10,Chest / Shoulders,Bench press,Chest,3,5,50.0
2023-04-10,Chest / Shoulders,Bench press,Chest,4,5,50.0
2023-04-10,Chest / Shoulders,Incline dumbbell bench press,Chest,1,13,14.0
2023-04-10,Chest / Shoulders,Incline dumbbell bench press,Chest,2,12,16.0
2023-04-10,Chest / Shoulders,Incline dumbbell bench press,Chest,3,10,16.0
2023-04-10,Chest / Shoulders,Incline dumbbell bench press,Chest,4,7,16.0
2023-04-10,Chest / Shoulders,Seated dumbbell shoulder press,Shoulders,1,10,12.0
2023-04-10,Chest / Shoulders,Seated dumbbell shoulder press,Shoulders,2,9,12.0
2023-04-10,Chest / Shoulders,Seated dumbbell shoulder press,Shoulders,3,8,12.0
2023-04-10,Chest / Shoulders,Seated dumbbell shoulder press,Shoulders,4,5,14.0
2023-04-14,Back / Shoulders,Pull-up,Back,1,6,0.0
2023-04-14,Back / Shoulders,Pull-up,Back,2,5,0.0
2023-04-14,Back / Shoulders,Pull-up,Back,3,4,0.0
2023-04-14,Back / Shoulders,Pull-up,Back,4,3,0.0
2023-04-14,Back / Shoulders,Bent Over Barbell Row,Back,1,10,44.0
2023-04-14,Back / Shoulders,Bent Over Barbell Row,Back,2,10,44.0
2023-04-14,Back / Shoulders,Bent Over Barbell Row,Back,3,8,50.0
2023-04-14,Back / Shoulders,Bent Over Barbell Row,Back,4,7,54.0
2023-04-14,Back / Shoulders,Negative pull-up,Back,1,7,0.0
2023-04-14,Back / Shoulders,Dumbbell lateral raise,Shoulders,1,10,8.0
2023-04-14,Back / Shoulders,Dumbbell lateral raise,Shoulders,2,10,8.0
2023-04-14,Back / Shoulders,Dumbbell lateral raise,Shoulders,3,10,8.0
2023-04-14,Back / Shoulders,Dumbbell lateral raise,Shoulders,4,6,10.0
2023-04-15,Chest / Shoulders,Bench press,Chest,1,10,30.0
2023-04-15,Chest / Shoulders,Bench press,Chest,2,10,40.0
2023-04-15,Chest / Shoulders,Bench press,Chest,3,8,44.0
2023-04-15,Chest / Shoulders,Bench press,Chest,4,6,50.0
2023-04-15,Chest / Shoulders,Incline dumbbell bench press,Chest,1,10,14.0
2023-04-15,Chest / Shoulders,Incline dumbbell bench press,Chest,2,10,16.0
2023-04-15,Chest / Shoulders,Incline dumbbell bench press,Chest,3,10,16.0
2023-04-15,Chest / Shoulders,Incline dumbbell bench press,Chest,4,10,16.0
2023-04-15,Chest / Shoulders,Decline barbell bench press,Chest,1,10,30.0
2023-04-15,Chest / Shoulders,Decline barbell bench press,Chest,2,9,40.0
2023-04-15,Chest / Shoulders,Decline barbell bench press,Chest,3,5,44.0
2023-04-15,Chest / Shoulders,Decline barbell bench press,Chest,4,5,44.0
2023-04-15,Chest / Shoulders,Seated dumbbell shoulder press,Shoulders,1,10,12.0
2023-04-15,Chest / Shoulders,Seated dumbbell shoulder press,Shoulders,2,8,12.0
2023-04-15,Chest / Shoulders,Seated dumbbell shoulder press,Shoulders,3,6,12.0
2023-04-15,Chest / Shoulders,Seated dumbbell shoulder press,Shoulders,4,7,12.0
